GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,LGI001,LGI002,LGI003,LGI004,LGI005,LGI006
"G2901550","2010","2","4","Missouri","29","Pemiscot County","155",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Pemiscot County",18296,0,0,0,0,18296
"G2901570","2010","2","4","Missouri","29","Perry County","157",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Perry County",18971,0,0,0,0,18971
"G2901590","2010","2","4","Missouri","29","Pettis County","159",,,,,,,,,,,"42740","99999","999",,,,,,,,,,,,"Pettis County",42201,0,0,0,0,42201
"G2901610","2010","2","4","Missouri","29","Phelps County","161",,,,,,,,,,,"40620","99999","999",,,,,,,,,,,,"Phelps County",45156,0,0,0,0,45156
"G2901630","2010","2","4","Missouri","29","Pike County","163",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Pike County",18516,0,0,0,0,18516
"G2901650","2010","2","4","Missouri","29","Platte County","165",,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,"Platte County",89322,0,0,0,0,89322
"G2901670","2010","2","4","Missouri","29","Polk County","167",,,,,,,,,,,"44180","99999","999",,,,,,,,,,,,"Polk County",31137,0,0,0,0,31137
"G2901690","2010","2","4","Missouri","29","Pulaski County","169",,,,,,,,,,,"22780","99999","999",,,,,,,,,,,,"Pulaski County",52274,0,0,0,0,52274
"G2901710","2010","2","4","Missouri","29","Putnam County","171",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Putnam County",4979,0,0,0,0,4979
"G2901730","2010","2","4","Missouri","29","Ralls County","173",,,,,,,,,,,"25300","99999","999",,,,,,,,,,,,"Ralls County",10167,0,0,0,0,10167
"G2901750","2010","2","4","Missouri","29","Randolph County","175",,,,,,,,,,,"33620","99999","999",,,,,,,,,,,,"Randolph County",25414,0,0,0,0,25414
"G2901770","2010","2","4","Missouri","29","Ray County","177",,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,"Ray County",23494,0,0,0,0,23494
"G2901790","2010","2","4","Missouri","29","Reynolds County","179",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Reynolds County",6696,0,0,0,0,6696
"G2901810","2010","2","4","Missouri","29","Ripley County","181",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Ripley County",14100,0,0,0,0,14100
"G2901830","2010","2","4","Missouri","29","St. Charles County","183",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"St. Charles County",360485,0,0,0,0,360485
"G2901850","2010","2","4","Missouri","29","St. Clair County","185",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"St. Clair County",9805,0,0,0,0,9805
"G2901860","2010","2","4","Missouri","29","Ste. Genevieve County","186",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Ste. Genevieve County",18145,0,0,0,0,18145
"G2901870","2010","2","4","Missouri","29","St. Francois County","187",,,,,,,,,,,"22100","99999","476",,,,,,,,,,,,"St. Francois County",65359,0,0,0,0,65359
"G2901890","2010","2","4","Missouri","29","St. Louis County","189",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"St. Louis County",998954,0,0,0,0,998954
"G2901950","2010","2","4","Missouri","29","Saline County","195",,,,,,,,,,,"32180","99999","999",,,,,,,,,,,,"Saline County",23370,0,0,0,0,23370
"G2901970","2010","2","4","Missouri","29","Schuyler County","197",,,,,,,,,,,"28860","99999","999",,,,,,,,,,,,"Schuyler County",4431,0,0,0,0,4431
"G2901990","2010","2","4","Missouri","29","Scotland County","199",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Scotland County",4843,0,0,0,0,4843
"G2902010","2010","2","4","Missouri","29","Scott County","201",,,,,,,,,,,"43460","99999","164",,,,,,,,,,,,"Scott County",39191,0,0,0,0,39191
"G2902030","2010","2","4","Missouri","29","Shannon County","203",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Shannon County",8441,0,0,0,0,8441
"G2902050","2010","2","4","Missouri","29","Shelby County","205",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Shelby County",6373,0,0,0,0,6373
"G2902070","2010","2","4","Missouri","29","Stoddard County","207",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Stoddard County",29968,0,0,0,0,29968
"G2902090","2010","2","4","Missouri","29","Stone County","209",,,,,,,,,,,"14700","99999","999",,,,,,,,,,,,"Stone County",32202,0,0,0,0,32202
"G2902110","2010","2","4","Missouri","29","Sullivan County","211",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Sullivan County",6714,0,0,0,0,6714
"G2902130","2010","2","4","Missouri","29","Taney County","213",,,,,,,,,,,"14700","99999","999",,,,,,,,,,,,"Taney County",51675,0,0,0,0,51675
"G2902150","2010","2","4","Missouri","29","Texas County","215",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Texas County",26008,0,0,0,0,26008
"G2902170","2010","2","4","Missouri","29","Vernon County","217",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Vernon County",21159,0,0,0,0,21159
"G2902190","2010","2","4","Missouri","29","Warren County","219",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Warren County",32513,0,0,0,0,32513
"G2902210","2010","2","4","Missouri","29","Washington County","221",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Washington County",25195,0,0,0,0,25195
"G2902230","2010","2","4","Missouri","29","Wayne County","223",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wayne County",13521,0,0,0,0,13521
"G2902250","2010","2","4","Missouri","29","Webster County","225",,,,,,,,,,,"44180","99999","999",,,,,,,,,,,,"Webster County",36202,0,0,0,0,36202
"G2902270","2010","2","4","Missouri","29","Worth County","227",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Worth County",2171,0,0,0,0,2171
"G2902290","2010","2","4","Missouri","29","Wright County","229",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wright County",18815,0,0,0,0,18815
"G2905100","2010","2","4","Missouri","29","St. Louis city","510",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"St. Louis city",319294,0,0,0,0,319294
"G3000010","2010","4","8","Montana","30","Beaverhead County","001",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Beaverhead County",9246,0,0,0,0,9246
"G3000030","2010","4","8","Montana","30","Big Horn County","003",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Big Horn County",12865,0,0,0,0,12865
"G3000050","2010","4","8","Montana","30","Blaine County","005",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Blaine County",6491,0,0,0,0,6491
"G3000070","2010","4","8","Montana","30","Broadwater County","007",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Broadwater County",5612,0,0,0,0,5612
"G3000090","2010","4","8","Montana","30","Carbon County","009",,,,,,,,,,,"13740","99999","999",,,,,,,,,,,,"Carbon County",10078,0,0,0,0,10078
"G3000110","2010","4","8","Montana","30","Carter County","011",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Carter County",1160,0,0,0,0,1160
"G3000130","2010","4","8","Montana","30","Cascade County","013",,,,,,,,,,,"24500","99999","999",,,,,,,,,,,,"Cascade County",81327,0,0,0,0,81327
"G3000150","2010","4","8","Montana","30","Chouteau County","015",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Chouteau County",5813,0,0,0,0,5813
"G3000170","2010","4","8","Montana","30","Custer County","017",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Custer County",11699,0,0,0,0,11699
"G3000190","2010","4","8","Montana","30","Daniels County","019",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Daniels County",1751,0,0,0,0,1751
"G3000210","2010","4","8","Montana","30","Dawson County","021",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Dawson County",8966,0,0,0,0,8966
"G3000230","2010","4","8","Montana","30","Deer Lodge County","023",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Deer Lodge County",9298,0,0,0,0,9298
"G3000250","2010","4","8","Montana","30","Fallon County","025",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Fallon County",2890,0,0,0,0,2890
"G3000270","2010","4","8","Montana","30","Fergus County","027",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Fergus County",11586,0,0,0,0,11586
"G3000290","2010","4","8","Montana","30","Flathead County","029",,,,,,,,,,,"28060","99999","999",,,,,,,,,,,,"Flathead County",90928,0,0,0,0,90928
"G3000310","2010","4","8","Montana","30","Gallatin County","031",,,,,,,,,,,"14580","99999","999",,,,,,,,,,,,"Gallatin County",89513,0,0,0,0,89513
"G3000330","2010","4","8","Montana","30","Garfield County","033",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Garfield County",1206,0,0,0,0,1206
"G3000350","2010","4","8","Montana","30","Glacier County","035",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Glacier County",13399,0,0,0,0,13399
"G3000370","2010","4","8","Montana","30","Golden Valley County","037",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Golden Valley County",884,0,0,0,0,884
"G3000390","2010","4","8","Montana","30","Granite County","039",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Granite County",3079,0,0,0,0,3079
"G3000410","2010","4","8","Montana","30","Hill County","041",,,,,,,,,,,"25660","99999","999",,,,,,,,,,,,"Hill County",16096,0,0,0,0,16096
"G3000430","2010","4","8","Montana","30","Jefferson County","043",,,,,,,,,,,"25740","99999","999",,,,,,,,,,,,"Jefferson County",11406,0,0,0,0,11406
"G3000450","2010","4","8","Montana","30","Judith Basin County","045",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Judith Basin County",2072,0,0,0,0,2072
"G3000470","2010","4","8","Montana","30","Lake County","047",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lake County",28746,0,0,0,0,28746
"G3000490","2010","4","8","Montana","30","Lewis and Clark County","049",,,,,,,,,,,"25740","99999","999",,,,,,,,,,,,"Lewis and Clark County",63395,0,0,0,0,63395
"G3000510","2010","4","8","Montana","30","Liberty County","051",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Liberty County",2339,0,0,0,0,2339
"G3000530","2010","4","8","Montana","30","Lincoln County","053",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lincoln County",19687,0,0,0,0,19687
"G3000550","2010","4","8","Montana","30","McCone County","055",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"McCone County",1734,0,0,0,0,1734
"G3000570","2010","4","8","Montana","30","Madison County","057",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Madison County",7691,0,0,0,0,7691
"G3000590","2010","4","8","Montana","30","Meagher County","059",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Meagher County",1891,0,0,0,0,1891
"G3000610","2010","4","8","Montana","30","Mineral County","061",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Mineral County",4223,0,0,0,0,4223
"G3000630","2010","4","8","Montana","30","Missoula County","063",,,,,,,,,,,"33540","99999","999",,,,,,,,,,,,"Missoula County",109299,0,0,0,0,109299
"G3000650","2010","4","8","Montana","30","Musselshell County","065",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Musselshell County",4538,0,0,0,0,4538
"G3000670","2010","4","8","Montana","30","Park County","067",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Park County",15636,0,0,0,0,15636
"G3000690","2010","4","8","Montana","30","Petroleum County","069",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Petroleum County",494,0,0,0,0,494
"G3000710","2010","4","8","Montana","30","Phillips County","071",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Phillips County",4253,0,0,0,0,4253
"G3000730","2010","4","8","Montana","30","Pondera County","073",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Pondera County",6153,0,0,0,0,6153
"G3000750","2010","4","8","Montana","30","Powder River County","075",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Powder River County",1743,0,0,0,0,1743
"G3000770","2010","4","8","Montana","30","Powell County","077",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Powell County",7027,0,0,0,0,7027
"G3000790","2010","4","8","Montana","30","Prairie County","079",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Prairie County",1179,0,0,0,0,1179
"G3000810","2010","4","8","Montana","30","Ravalli County","081",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Ravalli County",40212,0,0,0,0,40212
"G3000830","2010","4","8","Montana","30","Richland County","083",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Richland County",9746,0,0,0,0,9746
"G3000850","2010","4","8","Montana","30","Roosevelt County","085",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Roosevelt County",10425,0,0,0,0,10425
"G3000870","2010","4","8","Montana","30","Rosebud County","087",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Rosebud County",9233,0,0,0,0,9233
"G3000890","2010","4","8","Montana","30","Sanders County","089",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Sanders County",11413,0,0,0,0,11413
"G3000910","2010","4","8","Montana","30","Sheridan County","091",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Sheridan County",3384,0,0,0,0,3384
"G3000930","2010","4","8","Montana","30","Silver Bow County","093",,,,,,,,,,,"15580","99999","999",,,,,,,,,,,,"Silver Bow County",34200,0,0,0,0,34200
"G3000950","2010","4","8","Montana","30","Stillwater County","095",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Stillwater County",9117,0,0,0,0,9117
"G3000970","2010","4","8","Montana","30","Sweet Grass County","097",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Sweet Grass County",3651,0,0,0,0,3651
"G3000990","2010","4","8","Montana","30","Teton County","099",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Teton County",6073,0,0,0,0,6073
"G3001010","2010","4","8","Montana","30","Toole County","101",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Toole County",5324,0,0,0,0,5324
"G3001030","2010","4","8","Montana","30","Treasure County","103",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Treasure County",718,0,0,0,0,718
"G3001050","2010","4","8","Montana","30","Valley County","105",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Valley County",7369,0,0,0,0,7369
"G3001070","2010","4","8","Montana","30","Wheatland County","107",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wheatland County",2168,0,0,0,0,2168
"G3001090","2010","4","8","Montana","30","Wibaux County","109",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wibaux County",1017,0,0,0,0,1017
"G3001110","2010","4","8","Montana","30","Yellowstone County","111",,,,,,,,,,,"13740","99999","999",,,,,,,,,,,,"Yellowstone County",147972,0,0,0,0,147972
"G3100010","2010","2","4","Nebraska","31","Adams County","001",,,,,,,,,,,"25580","99999","999",,,,,,,,,,,,"Adams County",31364,0,0,0,0,31364
"G3100030","2010","2","4","Nebraska","31","Antelope County","003",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Antelope County",6685,0,0,0,0,6685
"G3100050","2010","2","4","Nebraska","31","Arthur County","005",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Arthur County",460,0,0,0,0,460
"G3100070","2010","2","4","Nebraska","31","Banner County","007",,,,,,,,,,,"42420","99999","999",,,,,,,,,,,,"Banner County",690,0,0,0,0,690
"G3100090","2010","2","4","Nebraska","31","Blaine County","009",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Blaine County",478,0,0,0,0,478
"G3100110","2010","2","4","Nebraska","31","Boone County","011",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Boone County",5505,0,0,0,0,5505
"G3100130","2010","2","4","Nebraska","31","Box Butte County","013",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Box Butte County",11308,0,0,0,0,11308
"G3100150","2010","2","4","Nebraska","31","Boyd County","015",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Boyd County",2099,0,0,0,0,2099
"G3100170","2010","2","4","Nebraska","31","Brown County","017",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Brown County",3145,0,0,0,0,3145
"G3100190","2010","2","4","Nebraska","31","Buffalo County","019",,,,,,,,,,,"28260","99999","999",,,,,,,,,,,,"Buffalo County",46102,0,0,0,0,46102
"G3100210","2010","2","4","Nebraska","31","Burt County","021",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Burt County",6858,0,0,0,0,6858
"G3100230","2010","2","4","Nebraska","31","Butler County","023",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Butler County",8395,0,0,0,0,8395
"G3100250","2010","2","4","Nebraska","31","Cass County","025",,,,,,,,,,,"36540","99999","420",,,,,,,,,,,,"Cass County",25241,0,0,0,0,25241
"G3100270","2010","2","4","Nebraska","31","Cedar County","027",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Cedar County",8852,0,0,0,0,8852
"G3100290","2010","2","4","Nebraska","31","Chase County","029",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Chase County",3966,0,0,0,0,3966
"G3100310","2010","2","4","Nebraska","31","Cherry County","031",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Cherry County",5713,0,0,0,0,5713
"G3100330","2010","2","4","Nebraska","31","Cheyenne County","033",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Cheyenne County",9998,0,0,0,0,9998
"G3100350","2010","2","4","Nebraska","31","Clay County","035",,,,,,,,,,,"25580","99999","999",,,,,,,,,,,,"Clay County",6542,0,0,0,0,6542
"G3100370","2010","2","4","Nebraska","31","Colfax County","037",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Colfax County",10515,0,0,0,0,10515
"G3100390","2010","2","4","Nebraska","31","Cuming County","039",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Cuming County",9139,0,0,0,0,9139
"G3100410","2010","2","4","Nebraska","31","Custer County","041",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Custer County",10939,0,0,0,0,10939
"G3100430","2010","2","4","Nebraska","31","Dakota County","043",,,,,,,,,,,"43580","99999","512",,,,,,,,,,,,"Dakota County",21006,0,0,0,0,21006
"G3100450","2010","2","4","Nebraska","31","Dawes County","045",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Dawes County",9182,0,0,0,0,9182
"G3100470","2010","2","4","Nebraska","31","Dawson County","047",,,,,,,,,,,"30420","99999","999",,,,,,,,,,,,"Dawson County",24326,0,0,0,0,24326
"G3100490","2010","2","4","Nebraska","31","Deuel County","049",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Deuel County",1941,0,0,0,0,1941
"G3100510","2010","2","4","Nebraska","31","Dixon County","051",,,,,,,,,,,"43580","99999","512",,,,,,,,,,,,"Dixon County",6000,0,0,0,0,6000
"G3100530","2010","2","4","Nebraska","31","Dodge County","053",,,,,,,,,,,"23340","99999","420",,,,,,,,,,,,"Dodge County",36691,0,0,0,0,36691
"G3100550","2010","2","4","Nebraska","31","Douglas County","055",,,,,,,,,,,"36540","99999","420",,,,,,,,,,,,"Douglas County",517110,0,0,0,0,517110
"G3100570","2010","2","4","Nebraska","31","Dundy County","057",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Dundy County",2008,0,0,0,0,2008
"G3100590","2010","2","4","Nebraska","31","Fillmore County","059",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Fillmore County",5890,0,0,0,0,5890
"G3100610","2010","2","4","Nebraska","31","Franklin County","061",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Franklin County",3225,0,0,0,0,3225
"G3100630","2010","2","4","Nebraska","31","Frontier County","063",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Frontier County",2756,0,0,0,0,2756
"G3100650","2010","2","4","Nebraska","31","Furnas County","065",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Furnas County",4959,0,0,0,0,4959
"G3100670","2010","2","4","Nebraska","31","Gage County","067",,,,,,,,,,,"13100","99999","999",,,,,,,,,,,,"Gage County",22311,0,0,0,0,22311
"G3100690","2010","2","4","Nebraska","31","Garden County","069",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Garden County",2057,0,0,0,0,2057
"G3100710","2010","2","4","Nebraska","31","Garfield County","071",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Garfield County",2049,0,0,0,0,2049
"G3100730","2010","2","4","Nebraska","31","Gosper County","073",,,,,,,,,,,"30420","99999","999",,,,,,,,,,,,"Gosper County",2044,0,0,0,0,2044
"G3100750","2010","2","4","Nebraska","31","Grant County","075",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Grant County",614,0,0,0,0,614
"G3100770","2010","2","4","Nebraska","31","Greeley County","077",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Greeley County",2538,0,0,0,0,2538
"G3100790","2010","2","4","Nebraska","31","Hall County","079",,,,,,,,,,,"24260","99999","999",,,,,,,,,,,,"Hall County",58607,0,0,0,0,58607
"G3100810","2010","2","4","Nebraska","31","Hamilton County","081",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hamilton County",9124,0,0,0,0,9124
"G3100830","2010","2","4","Nebraska","31","Harlan County","083",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Harlan County",3423,0,0,0,0,3423
"G3100850","2010","2","4","Nebraska","31","Hayes County","085",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hayes County",967,0,0,0,0,967
"G3100870","2010","2","4","Nebraska","31","Hitchcock County","087",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hitchcock County",2908,0,0,0,0,2908
"G3100890","2010","2","4","Nebraska","31","Holt County","089",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Holt County",10435,0,0,0,0,10435
"G3100910","2010","2","4","Nebraska","31","Hooker County","091",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hooker County",736,0,0,0,0,736
"G3100930","2010","2","4","Nebraska","31","Howard County","093",,,,,,,,,,,"24260","99999","999",,,,,,,,,,,,"Howard County",6274,0,0,0,0,6274
"G3100950","2010","2","4","Nebraska","31","Jefferson County","095",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Jefferson County",7547,0,0,0,0,7547
"G3100970","2010","2","4","Nebraska","31","Johnson County","097",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Johnson County",5217,0,0,0,0,5217
"G3100990","2010","2","4","Nebraska","31","Kearney County","099",,,,,,,,,,,"28260","99999","999",,,,,,,,,,,,"Kearney County",6489,0,0,0,0,6489
"G3101010","2010","2","4","Nebraska","31","Keith County","101",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Keith County",8368,0,0,0,0,8368
"G3101030","2010","2","4","Nebraska","31","Keya Paha County","103",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Keya Paha County",824,0,0,0,0,824
"G3101050","2010","2","4","Nebraska","31","Kimball County","105",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Kimball County",3821,0,0,0,0,3821
"G3101070","2010","2","4","Nebraska","31","Knox County","107",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Knox County",8701,0,0,0,0,8701
"G3101090","2010","2","4","Nebraska","31","Lancaster County","109",,,,,,,,,,,"30700","99999","999",,,,,,,,,,,,"Lancaster County",285407,0,0,0,0,285407
"G3101110","2010","2","4","Nebraska","31","Lincoln County","111",,,,,,,,,,,"35820","99999","999",,,,,,,,,,,,"Lincoln County",36288,0,0,0,0,36288
"G3101130","2010","2","4","Nebraska","31","Logan County","113",,,,,,,,,,,"35820","99999","999",,,,,,,,,,,,"Logan County",763,0,0,0,0,763
"G3101150","2010","2","4","Nebraska","31","Loup County","115",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Loup County",632,0,0,0,0,632
"G3101170","2010","2","4","Nebraska","31","McPherson County","117",,,,,,,,,,,"35820","99999","999",,,,,,,,,,,,"McPherson County",539,0,0,0,0,539
"G3101190","2010","2","4","Nebraska","31","Madison County","119",,,,,,,,,,,"35740","99999","999",,,,,,,,,,,,"Madison County",34876,0,0,0,0,34876
"G3101210","2010","2","4","Nebraska","31","Merrick County","121",,,,,,,,,,,"24260","99999","999",,,,,,,,,,,,"Merrick County",7845,0,0,0,0,7845
"G3101230","2010","2","4","Nebraska","31","Morrill County","123",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Morrill County",5042,0,0,0,0,5042
"G3101250","2010","2","4","Nebraska","31","Nance County","125",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Nance County",3735,0,0,0,0,3735
"G3101270","2010","2","4","Nebraska","31","Nemaha County","127",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Nemaha County",7248,0,0,0,0,7248
"G3101290","2010","2","4","Nebraska","31","Nuckolls County","129",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Nuckolls County",4500,0,0,0,0,4500
"G3101310","2010","2","4","Nebraska","31","Otoe County","131",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Otoe County",15740,0,0,0,0,15740
"G3101330","2010","2","4","Nebraska","31","Pawnee County","133",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Pawnee County",2773,0,0,0,0,2773
"G3101350","2010","2","4","Nebraska","31","Perkins County","135",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Perkins County",2970,0,0,0,0,2970
"G3101370","2010","2","4","Nebraska","31","Phelps County","137",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Phelps County",9188,0,0,0,0,9188
"G3101390","2010","2","4","Nebraska","31","Pierce County","139",,,,,,,,,,,"35740","99999","999",,,,,,,,,,,,"Pierce County",7266,0,0,0,0,7266
"G3101410","2010","2","4","Nebraska","31","Platte County","141",,,,,,,,,,,"18100","99999","999",,,,,,,,,,,,"Platte County",32237,0,0,0,0,32237
"G3101430","2010","2","4","Nebraska","31","Polk County","143",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Polk County",5406,0,0,0,0,5406
"G3101450","2010","2","4","Nebraska","31","Red Willow County","145",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Red Willow County",11055,0,0,0,0,11055
"G3101470","2010","2","4","Nebraska","31","Richardson County","147",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Richardson County",8363,0,0,0,0,8363
"G3101490","2010","2","4","Nebraska","31","Rock County","149",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Rock County",1526,0,0,0,0,1526
"G3101510","2010","2","4","Nebraska","31","Saline County","151",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Saline County",14200,0,0,0,0,14200
"G3101530","2010","2","4","Nebraska","31","Sarpy County","153",,,,,,,,,,,"36540","99999","420",,,,,,,,,,,,"Sarpy County",158840,0,0,0,0,158840
"G3101550","2010","2","4","Nebraska","31","Saunders County","155",,,,,,,,,,,"36540","99999","420",,,,,,,,,,,,"Saunders County",20780,0,0,0,0,20780
"G3101570","2010","2","4","Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,"42420","99999","999",,,,,,,,,,,,"Scotts Bluff County",36970,0,0,0,0,36970
